hh_index	psc_index	sc1	sc2	sc3	scropped_flag	sc5	s_maxcrops	s_mincrops	sc6	rgrp5_count	psc_id	psc_uuid	psc_submission_time	psc_parent_table_name	psc_parent_index	psc_tags	psc_notes	psc_version	psc_duration	psc_submitted_by
371.0	1477	6	"Nyumbani"	6	2									"APS_tz17_hh"	371					
371.0	1478	7	"Goligoli"	7	2									"APS_tz17_hh"	371					
372.0	1479	1	"Mlevela"	1	2									"APS_tz17_hh"	372					
372.0	1480	2	"Nyumbani"	2	2									"APS_tz17_hh"	372					
372.0	1481	3	"Ngailo"	3	2									"APS_tz17_hh"	372					
372.0	1482	4	"Mlevela"	4	2									"APS_tz17_hh"	372					
373.0	1483	1	"Shamba la chini"	1	2									"APS_tz17_hh"	373					
373.0	1484	2	"Kwisoho"	2	2									"APS_tz17_hh"	373					
373.0	1485	3	"Kwentumba"	3	2									"APS_tz17_hh"	373					
374.0	1486	1	"Mtoni"	1	2									"APS_tz17_hh"	374					
374.0	1487	2	"Mtoni"	2	2									"APS_tz17_hh"	374					
374.0	1488	3	"Mtoni"	3	2									"APS_tz17_hh"	374					
374.0	1489	4	"Nyumbani"	4	7									"APS_tz17_hh"	374					
375.0	1490	1	"Mahindi"	1	2									"APS_tz17_hh"	375					
375.0	1491	2	"Pareto"	2	2									"APS_tz17_hh"	375					
375.0	1492	3	"Kukodisha"	3	2									"APS_tz17_hh"	375					
376.0	1493	1	"Mlimani"	1	2									"APS_tz17_hh"	376					
376.0	1494	2	"Maua"	2	2									"APS_tz17_hh"	376					
376.0	1495	3	"Mahindi"	3	2									"APS_tz17_hh"	376					
376.0	1496	4	"Maharage"	4	2									"APS_tz17_hh"	376					
377.0	1497	1	"Mlimani"	1	2									"APS_tz17_hh"	377					
377.0	1498	2	"Idunda juu"	2	2									"APS_tz17_hh"	377					
377.0	1499	3	"Idunda 1"	3	2									"APS_tz17_hh"	377					
378.0	1500	1	"Idunda juu"	1	2									"APS_tz17_hh"	378					
378.0	1501	2	"Idunda juu1"	2	2									"APS_tz17_hh"	378					
378.0	1502	3	"Idunda juu2"	3	2									"APS_tz17_hh"	378					
379.0	1503	1	"Idunda"	1	2									"APS_tz17_hh"	379					
379.0	1504	2	"Idunda3"	2	2									"APS_tz17_hh"	379					
379.0	1505	3	"Idunda2"	3	2									"APS_tz17_hh"	379					
379.0	1506	4	"Idunda1"	4	2									"APS_tz17_hh"	379					
380.0	1507	1	"Ihunje-beans"	1	2									"APS_tz17_hh"	380					
380.0	1508	2	"Itega beans"	2	2									"APS_tz17_hh"	380					
380.0	1509	3	"Mwanza"	3	1	0	2	1	1	1				"APS_tz17_hh"	380					
380.0	1510	4	"Mwanza-pyrethrum"	4	2									"APS_tz17_hh"	380					
380.0	1511	5	"Lukasamu-Maize"	5	2									"APS_tz17_hh"	380					
380.0	1512	6	"Ihunje-Maize"	6	2									"APS_tz17_hh"	380					
381.0	1513	1	"Ivwanga"	1	2									"APS_tz17_hh"	381					
381.0	1514	2	"Idunda"	2	2									"APS_tz17_hh"	381					
381.0	1515	3	"Kwambera"	3	2									"APS_tz17_hh"	381					
381.0	1516	4	"Ivwanga"	4	2									"APS_tz17_hh"	381					
381.0	1517	5	"Idunda"	5	2									"APS_tz17_hh"	381					
381.0	1518	6	"Mwanza"	6	2									"APS_tz17_hh"	381					
382.0	1519	1	"Ivwanga"	1	2									"APS_tz17_hh"	382					
382.0	1520	2	"Ihunje"	2	2									"APS_tz17_hh"	382					
382.0	1521	3	"Lukasamu"	3	2									"APS_tz17_hh"	382					
383.0	1522	1	"Nyumbani beans"	1	2									"APS_tz17_hh"	383					
383.0	1523	2	"Nyumbani maize"	2	2									"APS_tz17_hh"	383					
383.0	1524	3	"Kwa John maize"	3	2									"APS_tz17_hh"	383					
383.0	1525	4	"Kwa John beans"	4	2									"APS_tz17_hh"	383					
383.0	1526	5	"Ng'ambo maize"	5	2									"APS_tz17_hh"	383					
383.0	1527	6	"Ng'ambo beans"	6	2									"APS_tz17_hh"	383					
383.0	1528	7	"Juu coffee"	7	1	0	2	1	1	1				"APS_tz17_hh"	383					
384.0	1529	1	"Chini beans"	1	2									"APS_tz17_hh"	384					
384.0	1530	2	"Chini maize"	2	2									"APS_tz17_hh"	384					
384.0	1531	3	"Nyumbani"	3	2									"APS_tz17_hh"	384					
384.0	1532	4	"Juu maize"	4	2									"APS_tz17_hh"	384					
384.0	1533	5	"Juu beans"	5	2									"APS_tz17_hh"	384					
384.0	1534	6	"Juu borrowed out"	6	99									"APS_tz17_hh"	384					
384.0	1535	7	"Juu Rented out"	7	4									"APS_tz17_hh"	384					
385.0	1536	1	"Nyumbani wheat"	1	2									"APS_tz17_hh"	385					
385.0	1537	2	"Nyumbani maize"	2	2									"APS_tz17_hh"	385					
385.0	1538	3	"Jirani IP"	3	2									"APS_tz17_hh"	385					
385.0	1539	4	"Jirani FP"	4	2									"APS_tz17_hh"	385					
385.0	1540	5	"Jirani pines"	5	7									"APS_tz17_hh"	385					
385.0	1541	6	"Igongwi"	6	7									"APS_tz17_hh"	385					
386.0	1542	1	"Focal Plot"	1	2									"APS_tz17_hh"	386					
386.0	1543	2	"Homestead"	2	2									"APS_tz17_hh"	386					
386.0	1544	3	"Rented in"	3	99									"APS_tz17_hh"	386					
386.0	1545	4	"Matongoni"	4	3									"APS_tz17_hh"	386					
386.0	1546	5	"Wood lot"	5	7									"APS_tz17_hh"	386					
386.0	1547	6	"coffee"	6	1	0	2	1	1	1				"APS_tz17_hh"	386					
387.0	1548	1	"Wheat"	1	2									"APS_tz17_hh"	387					
387.0	1549	2	"Maize"	2	2									"APS_tz17_hh"	387					
387.0	1550	3	"Field peas"	3	2									"APS_tz17_hh"	387					
387.0	1551	4	"Maize"	4	2									"APS_tz17_hh"	387					
387.0	1552	5	"Shamba la miti"	5	7									"APS_tz17_hh"	387					
388.0	1553	1	"Beans"	1	3									"APS_tz17_hh"	388					
388.0	1554	2	"Homestead"	2	3									"APS_tz17_hh"	388					
388.0	1555	3	"Beans"	3	3									"APS_tz17_hh"	388					
388.0	1556	4	"Maize Beans"	4	3									"APS_tz17_hh"	388					
388.0	1557	5	"Sanyesi"	5	3									"APS_tz17_hh"	388					
388.0	1558	6	"Itundu"	6	3									"APS_tz17_hh"	388					
388.0	1559	7	"Coffee"	7	1	0	2	1	1	1				"APS_tz17_hh"	388					
389.0	1560	1	"Irish Potatoes"	1	2									"APS_tz17_hh"	389					
389.0	1561	2	"Maize"	2	2									"APS_tz17_hh"	389					
389.0	1562	3	"Maize"	3	2									"APS_tz17_hh"	389					
390.0	1563	1	"Beans"	1	3									"APS_tz17_hh"	390					
390.0	1564	2	"Shamba la nyumbani"	2	3									"APS_tz17_hh"	390					
390.0	1565	3	"Mageredani"	3	3									"APS_tz17_hh"	390					
390.0	1566	4	"Itaga"	4	3									"APS_tz17_hh"	390					
390.0	1567	5	"Itaga B"	5	3									"APS_tz17_hh"	390					
390.0	1568	6	"Maize"	6	3									"APS_tz17_hh"	390					
390.0	1569	7	"Beans"	7	3									"APS_tz17_hh"	390					
390.0	1570	8	"Kwa sioto"	8	3									"APS_tz17_hh"	390					
390.0	1571	9	"Darajani"	9	3									"APS_tz17_hh"	390					
390.0	1572	10	"Itaga"	10	3									"APS_tz17_hh"	390					
390.0	1573	11	"Nsenjele"	11	3									"APS_tz17_hh"	390					
390.0	1574	12	"Nsenjele"	12	2									"APS_tz17_hh"	390					
390.0	1575	13	"Shamba la ng'ambo"	13	3									"APS_tz17_hh"	390					
390.0	1576	14	"Kwa sioto"	14	3									"APS_tz17_hh"	390					
390.0	1577	15	"Kwa sungura"	15	3									"APS_tz17_hh"	390					
391.0	1578	1	"\"Beans, Itundu farm\""	1	2									"APS_tz17_hh"	391					
391.0	1579	2	"\"Beans, Itundu farm\""	2	2									"APS_tz17_hh"	391					
391.0	1580	3	"\"Virgin Land for grazing, Itundu farm\""	3	3									"APS_tz17_hh"	391					
391.0	1581	4	"\"Maize, Madugu  farm\""	4	2									"APS_tz17_hh"	391					
391.0	1582	5	"\"Beans,  Mish farm\""	5	2									"APS_tz17_hh"	391					
391.0	1583	6	"\"Beans, Itaga  farm\""	6	2									"APS_tz17_hh"	391					
391.0	1584	7	"\"Maize, Itaga farm\""	7	2									"APS_tz17_hh"	391					
391.0	1585	8	"\"Beans, Madugu farm\""	8	2									"APS_tz17_hh"	391					
392.0	1586	1	"\"Beans, Iwowo  farm\""	1	2									"APS_tz17_hh"	392					
392.0	1587	2	"\"Maize, Iwowo  farm\""	2	2									"APS_tz17_hh"	392					
392.0	1588	3	"\"Beans,  Iwowo farm\""	3	2									"APS_tz17_hh"	392					
392.0	1589	4	"\"Maize,  Vigongo farm\""	4	2									"APS_tz17_hh"	392					
392.0	1590	5	"\"Coffee, Kwitongo  farm\""	5	2									"APS_tz17_hh"	392					
392.0	1591	6	"\"Beans, Kwitongo farm\""	6	2									"APS_tz17_hh"	392					
392.0	1592	7	"\"Beans, Kwitongo farm\""	7	2									"APS_tz17_hh"	392					
393.0	1593	1	"Beans"	1	2									"APS_tz17_hh"	393					
393.0	1594	2	"Itaga"	2	2									"APS_tz17_hh"	393					
393.0	1595	3	"Itaga B"	3	2									"APS_tz17_hh"	393					
393.0	1596	4	"Shamba la nyumbani"	4	3									"APS_tz17_hh"	393					
393.0	1597	5	"Itaga"	5	3									"APS_tz17_hh"	393					
393.0	1598	6	"Shamba la ng'ambo"	6	3									"APS_tz17_hh"	393					
394.0	1599	1	"Dofa"	1	2									"APS_tz17_hh"	394					
395.0	1600	1	"Angali"	1	3									"APS_tz17_hh"	395					
395.0	1601	2	"Nyumbani"	2	3									"APS_tz17_hh"	395					
396.0	1602	1	"Nyumbani"	1	3									"APS_tz17_hh"	396					
397.0	1603	1	"Nyumbani 1"	1	2									"APS_tz17_hh"	397					
397.0	1604	2	"Juu"	2	2									"APS_tz17_hh"	397					
398.0	1605	1	"\"Maize, Pigeonpea and Sunflower\""	1	2									"APS_tz17_hh"	398					
398.0	1606	2	"Virgin Land for grazing"	2	3									"APS_tz17_hh"	398					
398.0	1607	3	"\"Maize, Pigeonpea and Sunflower\""	3	2									"APS_tz17_hh"	398					
398.0	1608	4	"\"Maize, Pigeonpea and Sunflower\""	4	2									"APS_tz17_hh"	398					
399.0	1609	1	"Focal "	1	2									"APS_tz17_hh"	399					
399.0	1610	2	"Rented"	2	2									"APS_tz17_hh"	399					
400.0	1611	1	"Maize and Pigeonpea Maghesho farm"	1	2									"APS_tz17_hh"	400					
400.0	1612	2	"\"Maize, Pigeonpea and Sunflowe Magesho farm\""	2	2									"APS_tz17_hh"	400					
400.0	1613	3	"Chickpeas Maghesho farm"	3	2									"APS_tz17_hh"	400					
400.0	1614	4	"Virgin land for grazing Magesho farm"	4	3									"APS_tz17_hh"	400					
400.0	1615	5	"\"Sunflower, Ampa farm\""	5	2									"APS_tz17_hh"	400					
400.0	1616	6	"\"Maize pigeonpea, Korongoni farm\""	6	2									"APS_tz17_hh"	400					
400.0	1617	7	"\"Maize Pigeonpea, Aslani farm\""	7	2									"APS_tz17_hh"	400					
401.0	1618	1	"Nyumbani"	1	2									"APS_tz17_hh"	401					
402.0	1619	1	"Qanqare"	1	2									"APS_tz17_hh"	402					
402.0	1620	2	"Dofa juu"	2	2									"APS_tz17_hh"	402					
402.0	1621	3	"Home"	3	2									"APS_tz17_hh"	402					
402.0	1622	4	"Home"	4	2									"APS_tz17_hh"	402					
403.0	1623	1	"Bwawani"	1	2									"APS_tz17_hh"	403					
404.0	1624	1	"Kangali"	1	2									"APS_tz17_hh"	404					
404.0	1625	2	"Home"	2	2									"APS_tz17_hh"	404					
404.0	1626	3	"Tluma"	3	2									"APS_tz17_hh"	404					
404.0	1627	4	"Home"	4	2									"APS_tz17_hh"	404					
405.0	1628	1	"Magharibi"	1	2									"APS_tz17_hh"	405					
405.0	1629	2	"Mashariki"	2	2									"APS_tz17_hh"	405					
406.0	1630	1	"Nyumbani 1"	1	2									"APS_tz17_hh"	406					
406.0	1631	2	"Nyumbani 2"	2	2									"APS_tz17_hh"	406					
406.0	1632	3	"Juu"	3	2									"APS_tz17_hh"	406					
406.0	1633	4	"Bustani"	4	2									"APS_tz17_hh"	406					
406.0	1634	5	"Wood"	5	7									"APS_tz17_hh"	406					
407.0	1635	1	"Focal "	1	2									"APS_tz17_hh"	407					
407.0	1636	2	"Woodlot "	2	7									"APS_tz17_hh"	407					
407.0	1637	3	"Garden "	3	2									"APS_tz17_hh"	407					
407.0	1638	4	"Home "	4	2									"APS_tz17_hh"	407					
408.0	1639	1	"Barabarani"	1	3									"APS_tz17_hh"	408					
408.0	1640	2	"Bondeni"	2	3									"APS_tz17_hh"	408					
409.0	1641	1	"\"Maize,Pigeonpea  and Sunflower Kilimani farm\""	1	2									"APS_tz17_hh"	409					
409.0	1642	2	"\"Maize, Pigeonpea and Sunflower Qurangaida farm\""	2	2									"APS_tz17_hh"	409					
409.0	1643	3	"Virgin Land for grazing Qurangaida farm"	3	3									"APS_tz17_hh"	409					
410.0	1644	1	"Marera"	1	3									"APS_tz17_hh"	410					
411.0	1645	1	"Bondeni"	1	3									"APS_tz17_hh"	411					
411.0	1646	2	"Rented in"	2	3									"APS_tz17_hh"	411					
412.0	1647	1	"\"Maize, Pigeonpea and sunflower  Qurangaida farm\""	1	2									"APS_tz17_hh"	412					
413.0	1648	1	"Focal plot"	1	3									"APS_tz17_hh"	413					
413.0	1649	2	"Ampa"	2	3									"APS_tz17_hh"	413					
413.0	1650	3	"Rented in"	3	3									"APS_tz17_hh"	413					
414.0	1651	1	"Bondeni"	1	3									"APS_tz17_hh"	414					
414.0	1652	2	"Nyumbani"	2	3									"APS_tz17_hh"	414					
414.0	1653	3	"Rhotia"	3	3									"APS_tz17_hh"	414					
415.0	1654	1	"Bondeni"	1	3									"APS_tz17_hh"	415					
415.0	1655	2	"Nyumbani"	2	5									"APS_tz17_hh"	415					
415.0	1656	3	"Mlimani"	3	4									"APS_tz17_hh"	415					
416.0	1657	1	"Bondeni"	1	1	0	2	1	1	1				"APS_tz17_hh"	416					
416.0	1658	2	"Mtoni"	2	3									"APS_tz17_hh"	416					
417.0	1659	1	"Bondeni"	1	3									"APS_tz17_hh"	417					
418.0	1660	1	"Nyumbani1"	1	2									"APS_tz17_hh"	418					
418.0	1661	2	"Nyumbani2"	2	2									"APS_tz17_hh"	418					
418.0	1662	3	"Bustani"	3	2									"APS_tz17_hh"	418					
418.0	1663	4	"Nyumbani3"	4	2									"APS_tz17_hh"	418					
419.0	1664	1	"Sepeko"	1	2									"APS_tz17_hh"	419					
419.0	1665	2	"Shuleni"	2	2									"APS_tz17_hh"	419					
420.0	1666	1	"Maize and dolichos lablab"	1	2									"APS_tz17_hh"	420					
420.0	1667	2	"Maize and dolichos lablab"	2	2									"APS_tz17_hh"	420					
420.0	1668	3	"Maize  and dolichos lablab"	3	2									"APS_tz17_hh"	420					
421.0	1669	1	"Focal plot"	1	3									"APS_tz17_hh"	421					
421.0	1670	2	"Maize intercropped"	2	3									"APS_tz17_hh"	421					
422.0	1671	1	"Focal"	1	2									"APS_tz17_hh"	422					
422.0	1672	2	"Fallow 1"	2	2									"APS_tz17_hh"	422					
422.0	1673			3										"APS_tz17_hh"	422					
423.0	1674	1	"Mchongoma"	1	3									"APS_tz17_hh"	423					
423.0	1675	2	"Bondeni"	2	3									"APS_tz17_hh"	423					
423.0	1676	3	"Bondeni"	3	3									"APS_tz17_hh"	423					
424.0	1677	1	"Juu"	1	3									"APS_tz17_hh"	424					
424.0	1678	2	"Bondeni"	2	3									"APS_tz17_hh"	424					
425.0	1679	1	"Mlimani"	1	3									"APS_tz17_hh"	425					
425.0	1680	2	"Juu"	2	3									"APS_tz17_hh"	425					
426.0	1681	1	"Olodokaria"	1	2									"APS_tz17_hh"	426					
426.0	1682	2	"Olodokaria"	2	2									"APS_tz17_hh"	426					
426.0	1683	3	"Olodokaria"	3	2									"APS_tz17_hh"	426					
427.0	1684	1	"Olodokaria"	1	2									"APS_tz17_hh"	427					
427.0	1685	2	"Olodokaria"	2	2									"APS_tz17_hh"	427					
427.0	1686	3	"Olodokaria"	3	2									"APS_tz17_hh"	427					
428.0	1687	1	"Olodolokavia"	1	3									"APS_tz17_hh"	428					
428.0	1688	2	"Olodolokivia"	2	3									"APS_tz17_hh"	428					
429.0	1689	1	"Alkaria"	1	3									"APS_tz17_hh"	429					
430.0	1690	1	"Maize and beans"	1	2									"APS_tz17_hh"	430					
431.0	1691	1	"Maize beans and lablab"	1	2									"APS_tz17_hh"	431					
432.0	1692	1	"Bondeni"	1	3									"APS_tz17_hh"	432					
433.0	1693	1	"Mlimani"	1	3									"APS_tz17_hh"	433					
434.0	1694	1	"Nyumbani A"	1	3									"APS_tz17_hh"	434					
434.0	1695	2	"Kitivo"	2	3									"APS_tz17_hh"	434					
434.0	1696	3	"Nyumbani B"	3	3									"APS_tz17_hh"	434					
435.0	1697	1	"Nyumbani"	1	3									"APS_tz17_hh"	435					
436.0	1698	1	"\"Maize, Naliboto farm\""	1	2									"APS_tz17_hh"	436					
436.0	1699	2	"\"Maize, Kaili farm\""	2	2									"APS_tz17_hh"	436					
436.0	1700	3	"\"Maize, Ijingu farm\""	3	2									"APS_tz17_hh"	436					
436.0	1701	4	"\"Fallow, Mnyali farm\""	4	2									"APS_tz17_hh"	436					
437.0	1702	1	"\"Follow, Naliboto farm\""	1	2									"APS_tz17_hh"	437					
437.0	1703	2	"\"Maize, Mayowe farm\""	2	2									"APS_tz17_hh"	437					
437.0	1704	3	"\"Maize, Naliboto farm\""	3	2									"APS_tz17_hh"	437					
438.0	1705	1	"\"Maize and Cowpeas, Mayawe farm\""	1	2									"APS_tz17_hh"	438					
438.0	1706	2	"\"Maize and Cowpeas, Mayawe  farm\""	2	2									"APS_tz17_hh"	438					
438.0	1707	3	"Maize and Beans Kichwa ngombe farm"	3	2									"APS_tz17_hh"	438					
438.0	1708	4	"\"Fallow, Kaili farm\""	4	2									"APS_tz17_hh"	438					
439.0	1709	1	"Groundnut"	1	1	0	2	1	1	1				"APS_tz17_hh"	439					
439.0	1710	2	"Maize"	2	1	0	2	1	1	1				"APS_tz17_hh"	439					
439.0	1711	3	"Maize-Boma"	3	1	0	2	1	1	1				"APS_tz17_hh"	439					
439.0	1712	4	"MTEMA"	4	1	0	2	1	1	1				"APS_tz17_hh"	439					
440.0	1713	1	"Home"	1	2									"APS_tz17_hh"	440					
440.0	1714	2	"Bondeni"	2	2									"APS_tz17_hh"	440					
441.0	1715	1	"Mayawe"	1	2									"APS_tz17_hh"	441					
441.0	1716	2	"Mayawe"	2	2									"APS_tz17_hh"	441					
441.0	1717	3	"Mayawe"	3	2									"APS_tz17_hh"	441					
442.0	1718	1	"Nyumbani"	1	2									"APS_tz17_hh"	442					
442.0	1719	2	"Chanjale"	2	2									"APS_tz17_hh"	442					
443.0	1720	1	"Alkaria"	1	2									"APS_tz17_hh"	443					
443.0	1721	2	"Alkaria"	2	2									"APS_tz17_hh"	443					
443.0	1722	3	"Home"	3	2									"APS_tz17_hh"	443					
444.0	1723	1	"Ngusero"	1	2									"APS_tz17_hh"	444					
444.0	1724	2	"Ng'ambo"	2	2									"APS_tz17_hh"	444					
444.0	1725	3	"Nanja"	3	2									"APS_tz17_hh"	444					
445.0	1726	1	"Maize"	1	2									"APS_tz17_hh"	445					
445.0	1727	2	"Fallow"	2	2									"APS_tz17_hh"	445					
446.0	1728	1	"Home"	1	2									"APS_tz17_hh"	446					
446.0	1729	2	"Zinga"	2	2									"APS_tz17_hh"	446					
446.0	1730	3	"Zinga"	3	2									"APS_tz17_hh"	446					
447.0	1731	1	"Focal"	1	2									"APS_tz17_hh"	447					
447.0	1732	2	"2"	2	2									"APS_tz17_hh"	447					
448.0	1733	1	"Home"	1	2									"APS_tz17_hh"	448					
448.0	1734	2	"Home"	2	2									"APS_tz17_hh"	448					
448.0	1735	3	"Home"	3	2									"APS_tz17_hh"	448					
448.0	1736	4	"Merera"	4	2									"APS_tz17_hh"	448					
449.0	1737	1	"Focal"	1	2									"APS_tz17_hh"	449					
449.0	1738	2	"Two"	2	2									"APS_tz17_hh"	449					
449.0	1739	3	"Fallow"	3	2									"APS_tz17_hh"	449					
449.0	1740	4	"Four"	4	2									"APS_tz17_hh"	449					
449.0	1741	5	"Five"	5	2									"APS_tz17_hh"	449					
449.0	1742	6	"Six"	6	2									"APS_tz17_hh"	449					
450.0	1743	1	"Bondeni"	1	2									"APS_tz17_hh"	450					
450.0	1744	2	"Home"	2	2									"APS_tz17_hh"	450					
450.0	1745	3	"Home"	3	2									"APS_tz17_hh"	450					
451.0	1746	1	"Focal"	1	2									"APS_tz17_hh"	451					
451.0	1747	2	"Miali"	2	2									"APS_tz17_hh"	451					
451.0	1748	3	"Lembeli"	3	2									"APS_tz17_hh"	451					
451.0	1749	4	"Home"	4	2									"APS_tz17_hh"	451					
452.0	1750	1	"Focal plot"	1	3									"APS_tz17_hh"	452					
452.0	1751	2	"Kwa mwandeti"	2	3									"APS_tz17_hh"	452					
452.0	1752	3	"Grazing land"	3	3									"APS_tz17_hh"	452					
453.0	1753	1	"Maize Lablab"	1	3									"APS_tz17_hh"	453					
453.0	1754	2	"Grazing land"	2	3									"APS_tz17_hh"	453					
454.0	1755	1	"Maize cow pea"	1	3									"APS_tz17_hh"	454					
454.0	1756	2	"Maize"	2	3									"APS_tz17_hh"	454					
454.0	1757	3	"Fallow"	3	2									"APS_tz17_hh"	454					
455.0	1758	1	"Focal plot"	1	3									"APS_tz17_hh"	455					
455.0	1759	2	"Rented in 1"	2	3									"APS_tz17_hh"	455					
455.0	1760	3	"Rented in 2"	3	3									"APS_tz17_hh"	455					
456.0	1761	1	"\"Maize, Buguru farm.\""	1	2									"APS_tz17_hh"	456					
456.0	1762	2	"\"Maize, Buguru  farm.\""	2	2									"APS_tz17_hh"	456					
456.0	1763	3	"\"Fallow, Buguru  farm\""	3	2									"APS_tz17_hh"	456					
457.0	1764	1	"Ngambo"	1	3									"APS_tz17_hh"	457					
457.0	1765	2	"Home"	2	3									"APS_tz17_hh"	457					
458.0	1766	1	"Bokwa"	1	2									"APS_tz17_hh"	458					
458.0	1767	2	"Home"	2	2									"APS_tz17_hh"	458					
458.0	1768	3	"Kwakoa"	3	2									"APS_tz17_hh"	458					
459.0	1769	1	"Jirani Magereza"	1	2									"APS_tz17_hh"	459					
459.0	1770	2	"Kwayane"	2	2									"APS_tz17_hh"	459					
459.0	1771	3	"Nyumbani"	3	2									"APS_tz17_hh"	459					
460.0	1772	1	"Focal"	1	2									"APS_tz17_hh"	460					
460.0	1773	2	"Home"	2	2									"APS_tz17_hh"	460					
460.0	1774	3	"Sanya juu"	3	2									"APS_tz17_hh"	460					
461.0	1775	1	"Focal plot"	1	3									"APS_tz17_hh"	461					
461.0	1776	2	"Majinvini"	2	3									"APS_tz17_hh"	461					
461.0	1777	3	"Kiterini"	3	3									"APS_tz17_hh"	461					
461.0	1778	4	"Kiterini"	4	4									"APS_tz17_hh"	461					
461.0	1779	5	"Kahe"	5	4									"APS_tz17_hh"	461					
462.0	1780	1	"Majighwani"	1	3									"APS_tz17_hh"	462					
462.0	1781	2	"Nyumbani"	2	3									"APS_tz17_hh"	462					
462.0	1782	3	"Rulyee"	3	2									"APS_tz17_hh"	462					
463.0	1783	1	"Minazini"	1	3									"APS_tz17_hh"	463					
463.0	1784	2	"Barabarani"	2	3									"APS_tz17_hh"	463					
463.0	1785	3	"Rulyee"	3	2									"APS_tz17_hh"	463					
464.0	1786	1	"Nyumbani"	1	1	1	11	2	2	2				"APS_tz17_hh"	464					
464.0	1787	2	"Kiwanda"	2	1	1	11	2	2	2				"APS_tz17_hh"	464					
465.0	1788	1	"Nyumbani A"	1	1	1	11	2	2	2				"APS_tz17_hh"	465					
465.0	1789	2	"Nyumbani B"	2	1	1	11	2	2	2				"APS_tz17_hh"	465					
466.0	1790	1	"Nyumbani"	1	1	1	11	2	3	3				"APS_tz17_hh"	466					
466.0	1791	2	"Nyumbani"	2	1	1	11	2	2	2				"APS_tz17_hh"	466					
466.0	1792	3	"Masekina"	3	1	1	11	2	2	2				"APS_tz17_hh"	466					
466.0	1793	4	"Marangu"	4	1	1	11	2	2	2				"APS_tz17_hh"	466					
467.0	1794	1	"Nyumbani"	1	1	1	11	2	2	2				"APS_tz17_hh"	467					
467.0	1795	2	"Nyumbani"	2	1	0	2	1	1	1				"APS_tz17_hh"	467					
467.0	1796	3	"Kamaina"	3	1	1	11	2	2	2				"APS_tz17_hh"	467					
468.0	1797	1	"Home"	1	1	0	2	1	1	1				"APS_tz17_hh"	468					
468.0	1798	2	"Chini"	2	2									"APS_tz17_hh"	468					
468.0	1799	3	"Chini"	3	1	0	2	1	1	1				"APS_tz17_hh"	468					
469.0	1800	1	"Home"	1	1	1	11	2	2	2				"APS_tz17_hh"	469					
469.0	1801	2	"Leto"	2	1	0	2	1	1	1				"APS_tz17_hh"	469					
469.0	1802	3	"Jirani"	3	1	0	2	1	1	1				"APS_tz17_hh"	469					
470.0	1803	1	"Focal"	1	1	1	11	2	2	2				"APS_tz17_hh"	470					
471.0	1804	1	"Focal"	1	1	0	2	1	1	1				"APS_tz17_hh"	471					
471.0	1805	2	"Home "	2	1	1	11	2	2	2				"APS_tz17_hh"	471					
471.0	1806	3	"Rented 1"	3	1	0	2	1	1	1				"APS_tz17_hh"	471					
471.0	1807	4	"Rented 2"	4	1	0	2	1	1	1				"APS_tz17_hh"	471					
472.0	1808	1	"Focal plot"	1	1	1	11	2	2	2				"APS_tz17_hh"	472					
472.0	1809	2	"Banana"	2	6									"APS_tz17_hh"	472					
472.0	1810	3	"Sole maize"	3	1	1	11	2	2	2				"APS_tz17_hh"	472					
472.0	1811	4	"Cassava"	4	1	0	2	1	1	1				"APS_tz17_hh"	472					
472.0	1812	5	"Grazing land"	5	3									"APS_tz17_hh"	472					
473.0	1813	1	"Focal plot"	1	1	1	11	2	3	3				"APS_tz17_hh"	473					
473.0	1814	2	"Banana"	2	6									"APS_tz17_hh"	473					
473.0	1815	3	"Rented in"	3	1	1	11	2	2	2				"APS_tz17_hh"	473					
473.0	1816	4	"Grazed land"	4	3									"APS_tz17_hh"	473					
474.0	1817	1	"Home"	1	1	1	11	2	2	2				"APS_tz17_hh"	474					
475.0	1818	1	"Home"	1	1	1	11	2	2	2				"APS_tz17_hh"	475					
475.0	1819	2	"Home"	2	1	0	2	1	1	1				"APS_tz17_hh"	475					
476.0	1820	1	"\"Maize and sunflower, Kiwanda farm\""	1	1	1	11	2	2	2				"APS_tz17_hh"	476					
476.0	1821	2	"\"Millet and cowpeas, Kiwanda farms\""	2	1	1	11	2	2	2				"APS_tz17_hh"	476					
476.0	1822	3	"Pigeonpea  and Groundnut"	3	1	1	11	2	2	2				"APS_tz17_hh"	476					
477.0	1823	1	"\"Maize, beans, Pigeonpea and sunflower Kiwanda farm\""	1	1	1	11	2	4	4				"APS_tz17_hh"	477					
477.0	1824	2	"\"Maize Sunflower, Lego farm\""	2	2									"APS_tz17_hh"	477					
478.0	1825	1	"\"Sunflower and groundnut, Kiraeni farm\""	1	1	0	2	1	1	1				"APS_tz17_hh"	478					
478.0	1826	2	"\"Sunflower and beans, Kiraeni farm\""	2	1	0	2	1	1	1				"APS_tz17_hh"	478					
478.0	1827	3	"\"Maize, Kiraeni farm\""	3	1	1	11	2	2	2				"APS_tz17_hh"	478					
478.0	1828	4	"\"Maize, Mkuu farm\""	4	1	1	11	2	2	2				"APS_tz17_hh"	478					
479.0	1829	1	"\"Maize, Sunflower and Groundnut, Kiraeni farm\""	1	1	0	2	1	1	1				"APS_tz17_hh"	479					
